id,Year,Month number,Offence category,Offence type,Reporting region ,Statistical Area 2,Number of offences
370,2008,8,Commercial break-ins,Commercial break-ins actual,NT Balance,Humpty Doo,2
371,2008,8,Commercial break-ins,Commercial break-ins actual,Palmerston,-,6
372,2008,8,Commercial break-ins,Commercial break-ins attempted,Darwin,-,7
373,2008,8,Commercial break-ins,Commercial break-ins attempted,NT Balance,Howard Springs,1
374,2008,8,Commercial break-ins,Commercial break-ins attempted,Palmerston,-,2
375,2008,8,Homicide and related Offences,Murder,Darwin,-,1
376,2008,8,House break-ins,House break-ins actual,Darwin,-,41
377,2008,8,House break-ins,House break-ins actual,NT Balance,Howard Springs,3
378,2008,8,House break-ins,House break-ins actual,NT Balance,Humpty Doo,2
379,2008,8,House break-ins,House break-ins actual,Palmerston,-,10
380,2008,8,House break-ins,House break-ins attempted,Darwin,-,3
381,2008,8,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,20
382,2008,8,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Howard Springs,1
383,2008,8,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,17
384,2008,8,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,59
385,2008,8,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Howard Springs,1
386,2008,8,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Humpty Doo,1
387,2008,8,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,13
388,2008,8,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,2
389,2008,8,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,NT Balance,Humpty Doo,1
390,2008,8,Property Damage Offences,Property damage offences,Darwin,-,284
391,2008,8,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,4
392,2008,8,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,9
393,2008,8,Property Damage Offences,Property damage offences,Palmerston,-,76
394,2008,8,Robbery - extortion and related offences,Robbery,Darwin,-,5
395,2008,8,Sexual Assault and related offences,Sexual assault,Darwin,-,8
396,2008,8,Sexual Assault and related offences,Sexual assault,Palmerston,-,9
397,2008,8,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,321
398,2008,8,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,11
399,2008,8,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,10
400,2008,8,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,69
401,2008,9,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Darwin,-,1
402,2008,9,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,6
403,2008,9,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Humpty Doo,2
404,2008,9,Abduction - harassment and other offences against the person,Threatening behaviour,Palmerston,-,1
405,2008,9,Acts intended to cause injury,Assault,Darwin,-,16
406,2008,9,Acts intended to cause injury,Assault,Palmerston,-,12
407,2008,9,Acts intended to cause injury,Assault,Darwin,-,38
408,2008,9,Acts intended to cause injury,Assault,Palmerston,-,3
409,2008,9,Acts intended to cause injury,Assault,Darwin,-,6
410,2008,9,Acts intended to cause injury,Assault,Palmerston,-,2
411,2008,9,Acts intended to cause injury,Assault,Darwin,-,30
412,2008,9,Acts intended to cause injury,Assault,Palmerston,-,10
413,2008,9,Acts intended to cause injury,Assault,Darwin,-,4
414,2008,9,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
415,2008,9,Acts intended to cause injury,Assault,Palmerston,-,5
416,2008,9,Acts intended to cause injury,Assault,Darwin,-,9
417,2008,9,Acts intended to cause injury,Assault,Palmerston,-,2
418,2008,9,Commercial break-ins,Commercial break-ins actual,Darwin,-,48
419,2008,9,Commercial break-ins,Commercial break-ins actual,NT Balance,Howard Springs,1
420,2008,9,Commercial break-ins,Commercial break-ins actual,NT Balance,Humpty Doo,1
421,2008,9,Commercial break-ins,Commercial break-ins actual,Palmerston,-,10
422,2008,9,Commercial break-ins,Commercial break-ins attempted,Darwin,-,9
423,2008,9,Commercial break-ins,Commercial break-ins attempted,Palmerston,-,3
424,2008,9,Homicide and related Offences,Murder,Darwin,-,1
425,2008,9,House break-ins,House break-ins actual,Darwin,-,35
426,2008,9,House break-ins,House break-ins actual,NT Balance,Howard Springs,1
427,2008,9,House break-ins,House break-ins actual,NT Balance,Humpty Doo,2
428,2008,9,House break-ins,House break-ins actual,Palmerston,-,14
429,2008,9,House break-ins,House break-ins attempted,Darwin,-,6
430,2008,9,House break-ins,House break-ins attempted,Palmerston,-,1
431,2008,9,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,45
432,2008,9,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Humpty Doo,2
433,2008,9,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,14
434,2008,9,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,73
435,2008,9,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Howard Springs,2
436,2008,9,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Humpty Doo,1
437,2008,9,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,14
438,2008,9,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,1
439,2008,9,Property Damage Offences,Property damage offences,Darwin,-,283
440,2008,9,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,1
441,2008,9,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,5
442,2008,9,Property Damage Offences,Property damage offences,Palmerston,-,76
443,2008,9,Robbery - extortion and related offences,Robbery,Darwin,-,5
444,2008,9,Robbery - extortion and related offences,Robbery,Palmerston,-,3
445,2008,9,Sexual Assault and related offences,Sexual assault,Darwin,-,10
446,2008,9,Sexual Assault and related offences,Sexual assault,Palmerston,-,4
447,2008,9,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,279
448,2008,9,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,2
449,2008,9,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,8
450,2008,9,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,77
451,2008,10,Abduction - harassment and other offences against the person,Harassment and private nuisance,Palmerston,-,1
452,2008,10,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,6
453,2008,10,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Humpty Doo,1
454,2008,10,Abduction - harassment and other offences against the person,Threatening behaviour,Palmerston,-,2
455,2008,10,Acts intended to cause injury,Assault,Darwin,-,20
456,2008,10,Acts intended to cause injury,Assault,Palmerston,-,9
457,2008,10,Acts intended to cause injury,Assault,Darwin,-,58
458,2008,10,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
459,2008,10,Acts intended to cause injury,Assault,Palmerston,-,3
460,2008,10,Acts intended to cause injury,Assault,Darwin,-,8
461,2008,10,Acts intended to cause injury,Assault,Darwin,-,49
462,2008,10,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,3
463,2008,10,Acts intended to cause injury,Assault,Palmerston,-,9
464,2008,10,Acts intended to cause injury,Assault,Darwin,-,3
465,2008,10,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
466,2008,10,Acts intended to cause injury,Assault,Palmerston,-,6
467,2008,10,Acts intended to cause injury,Assault,Darwin,-,14
468,2008,10,Acts intended to cause injury,Assault,Palmerston,-,4
469,2008,10,Commercial break-ins,Commercial break-ins actual,Darwin,-,60
470,2008,10,Commercial break-ins,Commercial break-ins actual,NT Balance,Humpty Doo,1
471,2008,10,Commercial break-ins,Commercial break-ins actual,Palmerston,-,16
472,2008,10,Commercial break-ins,Commercial break-ins attempted,Darwin,-,8
473,2008,10,Commercial break-ins,Commercial break-ins attempted,Palmerston,-,2
474,2008,10,House break-ins,House break-ins actual,Darwin,-,64
475,2008,10,House break-ins,House break-ins actual,Palmerston,-,21
476,2008,10,House break-ins,House break-ins attempted,Darwin,-,11
477,2008,10,House break-ins,House break-ins attempted,Palmerston,-,1
478,2008,10,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,57
479,2008,10,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Howard Springs,1
480,2008,10,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,28
481,2008,10,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,64
482,2008,10,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Howard Springs,1
483,2008,10,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,17
484,2008,10,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,2
485,2008,10,Property Damage Offences,Property damage offences,Darwin,-,369
486,2008,10,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,1
487,2008,10,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,7
488,2008,10,Property Damage Offences,Property damage offences,Palmerston,-,90
489,2008,10,Robbery - extortion and related offences,Robbery,Darwin,-,4
490,2008,10,Sexual Assault and related offences,Non-assaultive sexual offences,Palmerston,-,2
491,2008,10,Sexual Assault and related offences,Sexual assault,Darwin,-,4
492,2008,10,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,324
493,2008,10,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,6
494,2008,10,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,7
495,2008,10,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,88
496,2008,11,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Darwin,-,1
497,2008,11,Abduction - harassment and other offences against the person,Harassment and private nuisance,Darwin,-,3
498,2008,11,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,9
499,2008,11,Abduction - harassment and other offences against the person,Threatening behaviour,Palmerston,-,1
500,2008,11,Acts intended to cause injury,Assault,Darwin,-,22
501,2008,11,Acts intended to cause injury,Assault,Palmerston,-,15
502,2008,11,Acts intended to cause injury,Assault,Darwin,-,49
503,2008,11,Acts intended to cause injury,Assault,NT Balance,Howard Springs,2
504,2008,11,Acts intended to cause injury,Assault,Palmerston,-,4
505,2008,11,Acts intended to cause injury,Assault,Darwin,-,8
506,2008,11,Acts intended to cause injury,Assault,Palmerston,-,3
507,2008,11,Acts intended to cause injury,Assault,Darwin,-,52
508,2008,11,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
509,2008,11,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
510,2008,11,Acts intended to cause injury,Assault,Palmerston,-,14
511,2008,11,Acts intended to cause injury,Assault,Darwin,-,2
512,2008,11,Acts intended to cause injury,Assault,Palmerston,-,2
513,2008,11,Acts intended to cause injury,Assault,Darwin,-,13
514,2008,11,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,3
515,2008,11,Acts intended to cause injury,Assault,Palmerston,-,6
516,2008,11,Commercial break-ins,Commercial break-ins actual,Darwin,-,43
517,2008,11,Commercial break-ins,Commercial break-ins actual,NT Balance,Humpty Doo,3
518,2008,11,Commercial break-ins,Commercial break-ins actual,Palmerston,-,6
519,2008,11,Commercial break-ins,Commercial break-ins attempted,Darwin,-,16
520,2008,11,Homicide and related Offences,Murder,Darwin,-,1
521,2008,11,House break-ins,House break-ins actual,Darwin,-,50
522,2008,11,House break-ins,House break-ins actual,NT Balance,Howard Springs,1
523,2008,11,House break-ins,House break-ins actual,Palmerston,-,18
524,2008,11,House break-ins,House break-ins attempted,Darwin,-,20
525,2008,11,House break-ins,House break-ins attempted,Palmerston,-,2
526,2008,11,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,51
527,2008,11,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Howard Springs,1
528,2008,11,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,16
529,2008,11,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,86
530,2008,11,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Humpty Doo,1
531,2008,11,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,16
532,2008,11,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,3
533,2008,11,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,NT Balance,Humpty Doo,1
534,2008,11,Property Damage Offences,Property damage offences,Darwin,-,308
535,2008,11,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,3
536,2008,11,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,8
